Designator,Mid X,Mid Y,Rotation,Layer
C1,140.2,-79.6,0.0,top
C2,139.8,-77.52,90.0,top
C3,146.2,-77.6,90.0,top
D1,142.975,-85.8,90.0,top
J201,142.9955,-77.746,180.0,top
R1,145.8,-79.6,0.0,top
U1,142.965,-82.8,0.0,top
